PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AV06
Station name, AKU_AkutPtAK2005
Begin Date, 2005-06-22
End Date, 2018-09-15
Release Date, 2018-11-17
Source file, AV06.pbo.nam08.pos
Offset from source file, -12.60 mm North, -7.17 mm East, 12.53 mm Vertical
Reference position, 54.1471796925 North Latitude, -165.7657206321 East Longitude, 463.09852 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2012-12-02,-24.97, -14.57, 13.93, 1.66, 1.23, 5.3, repro,
2012-12-03,-21.94, -14.34, 22.87, 1.46, 1.09, 4.67, repro,
2012-12-04,-21.94, -13.16, 19.30, 1.45, 1.07, 4.59, repro,
2012-12-05,-19.91, -13.65, 17.68, 1.47, 1.09, 4.66, repro,
2012-12-06,-19.36, -14.26, 19.91, 1.45, 1.06, 4.58, repro,
2012-12-07,-19.42, -12.90, 20.79, 1.44, 1.05, 4.59, repro,
2012-12-08,-18.28, -15.29, 30.52, 1.76, 1.29, 5.56, repro,
2012-12-09,-20.26, -13.76, 28.00, 1.89, 1.4, 5.93, repro,
2012-12-10,-20.90, -14.09, 32.11, 1.73, 1.28, 5.47, repro,
2012-12-11,-21.11, -16.63, 17.90, 1.96, 1.44, 6.18, repro,
2012-12-12,-20.30, -15.04, 8.64, 1.96, 1.43, 6.08, repro,
2012-12-13,-21.14, -15.99, 21.27, 1.75, 1.29, 5.47, repro,
2012-12-14,-16.84, -16.64, 21.13, 1.84, 1.36, 5.78, repro,
2012-12-15,-20.62, -16.56, 23.59, 1.56, 1.15, 4.89, repro,
2012-12-16,-19.27, -16.29, 25.54, 1.56, 1.16, 4.91, repro,
2012-12-17,-19.81, -14.82, 26.98, 1.82, 1.34, 5.66, repro,
2012-12-18,-20.71, -16.01, 22.94, 1.9, 1.41, 5.97, repro,
2012-12-19,-21.54, -15.80, 22.78, 1.64, 1.22, 5.16, repro,
2012-12-20,-20.96, -13.65, 27.51, 1.79, 1.32, 5.57, repro,
2012-12-21,-20.25, -13.63, 22.45, 1.76, 1.29, 5.5, repro,
2012-12-22,-21.11, -14.23, 28.15, 1.56, 1.16, 4.93, repro,
2012-12-23,-22.64, -14.08, 21.44, 1.93, 1.43, 6.08, repro,
2012-12-24,-20.26, -14.52, 18.31, 1.63, 1.21, 5.16, repro,
2012-12-25,-19.31, -15.61, 23.04, 1.43, 1.06, 4.54, repro,
2012-12-26,-21.97, -15.00, 25.24, 1.55, 1.15, 4.88, repro,
2012-12-27,-21.04, -15.12, 32.91, 1.51, 1.12, 4.76, repro,
2012-12-28,-22.21, -14.11, 24.73, 1.63, 1.2, 5.11, repro,
2012-12-29,-20.51, -16.24, 23.65, 1.47, 1.12, 4.74, repro,
2012-12-30,-20.53, -15.49, 23.81, 1.39, 1.04, 4.46, repro,
2012-12-31,-20.49, -15.22, 21.74, 1.37, 1.04, 4.43, repro,
2013-01-01,-20.09, -14.18, 19.51, 1.47, 1.1, 4.59, repro,
2013-01-02,-20.88, -13.14, 24.44, 1.35, 1.02, 4.29, repro,
2013-01-03,-21.76, -13.85, 24.36, 1.42, 1.07, 4.52, repro,
2013-01-04,-21.43, -13.57, 18.58, 1.47, 1.1, 4.64, repro,
2013-01-05,-23.25, -12.37, 19.49, 1.69, 1.27, 5.32, repro,
2013-01-06,-19.12, -14.65, 27.60, 1.42, 1.06, 4.44, rern6,
2013-01-07,-20.30, -12.05, 28.57, 1.49, 1.12, 4.66, rern6,
2013-01-08,-20.11, -15.36, 23.82, 1.69, 1.26, 5.27, rern6,
2013-01-09,-17.51, -12.87, 24.61, 1.73, 1.29, 5.4, rern6,
2013-01-10,-19.72, -13.33, 25.03, 1.89, 1.38, 5.79, rern6,
2013-01-11,-20.57, -13.40, 19.41, 1.66, 1.24, 5.16, rern6,
2013-01-12,-19.23, -12.15, 17.90, 1.83, 1.39, 5.74, rern6,
2013-01-13,-20.69, -14.25, 29.88, 1.87, 1.42, 5.84, rern6,
2013-01-14,-19.73, -16.31, 8.21, 1.35, 1.04, 4.27, rern6,
2013-01-15,-17.45, -13.18, 19.02, 1.31, 1.01, 4.16, rern6,
2013-01-16,-19.26, -14.92, 19.81, 1.33, 1.05, 4.27, rern6,
2013-01-17,-19.56, -15.35, 22.25, 1.37, 1.1, 4.4, rern6,
2013-01-18,-16.92, -16.61, 25.92, 1.61, 1.23, 5.04, rern6,
2013-01-19,-17.23, -17.45, 25.11, 1.68, 1.3, 5.3, rern6,
2013-01-20,-19.65, -14.33, 15.11, 1.7, 1.28, 5.31, rern6,
2013-01-21,-20.19, -15.45, 21.08, 1.56, 1.19, 4.93, rern6,
2013-01-22,-19.84, -15.27, 19.54, 1.49, 1.15, 4.71, rern6,
2013-01-23,-19.85, -14.22, 22.33, 1.49, 1.15, 4.71, rern6,
2013-01-24,-17.30, -10.80, 9.52, 1.68, 1.29, 5.26, rern6,
2013-01-25,-15.66, -10.00, 8.63, 1.71, 1.32, 5.4, rern6,
2013-01-26,-18.71, -15.62, 23.60, 1.57, 1.21, 4.97, rern6,
2013-01-27,-19.64, -15.53, 24.91, 1.51, 1.17, 4.8, rern6,
2013-01-28,-19.34, -14.26, 16.26, 1.77, 1.35, 5.51, rern6,
2013-01-29,-20.99, -15.89, 14.46, 1.67, 1.28, 5.27, rern6,
2013-01-30,-21.02, -14.72, 14.73, 1.81, 1.38, 5.67, rern6,
2013-01-31,-20.90, -15.36, 18.89, 1.76, 1.35, 5.5, rern6,
2013-02-01,-19.94, -14.03, 20.12, 1.75, 1.37, 5.47, rern6,
2013-02-02,-15.06, -19.06, 33.24, 1.61, 1.25, 5.07, rern6,
2013-02-03,-7.97, -22.59, 27.55, 1.71, 1.33, 5.36, rern6,
2013-02-04,-6.98, -23.37, 15.05, 1.71, 1.32, 5.35, rern6,
2013-02-05,-5.76, -22.68, 16.00, 1.63, 1.27, 5.12, rern6,
2013-02-06,-8.68, -22.54, 15.26, 1.88, 1.45, 5.89, rern6,
2013-02-07,-23.04, -15.90, 27.20, 1.84, 1.42, 5.82, rern6,
2013-02-08,-22.61, -15.54, 25.41, 1.74, 1.34, 5.45, rern6,
2013-02-09,-22.89, -14.61, 32.26, 1.67, 1.28, 5.21, rern6,
2013-02-10,-19.60, -13.23, 32.47, 1.81, 1.38, 5.64, rern6,
2013-02-11,-22.60, -12.89, 22.70, 1.75, 1.34, 5.45, rern6,
2013-02-12,-21.57, -15.00, 26.63, 1.82, 1.39, 5.68, rern6,
2013-02-13,-23.06, -15.09, 30.05, 1.85, 1.39, 5.72, rern6,
2013-02-14,-26.69, -14.41, 25.43, 1.9, 1.44, 5.9, rern6,
2013-02-15,-20.78, -15.18, 22.06, 1.82, 1.39, 5.63, rern6,
2013-02-16,-21.31, -14.97, 21.84, 1.84, 1.41, 5.74, rern6,
2013-02-17,-22.53, -14.33, 24.79, 1.72, 1.32, 5.4, rern6,
2013-02-18,-16.49, -17.69, 33.91, 1.94, 1.47, 6.08, rern6,
2013-02-19,-21.48, -13.73, 26.03, 1.88, 1.42, 5.89, rern6,
2013-02-20,-24.21, -12.81, 35.16, 1.84, 1.38, 5.73, rern6,
2013-02-21,-23.25, -13.69, 30.10, 1.94, 1.46, 6.06, rern6,
2013-02-22,-22.12, -14.44, 26.00, 1.88, 1.42, 5.9, rern6,
2013-02-23,-22.91, -13.61, 27.73, 1.88, 1.41, 5.84, rern6,
2013-02-24,-22.92, -15.79, 26.09, 1.69, 1.28, 5.28, rern6,
2013-02-25,-23.94, -14.82, 27.08, 1.83, 1.38, 5.66, rern6,
2013-02-26,-24.04, -14.45, 23.86, 1.84, 1.39, 5.68, rern6,
2013-02-27,-22.89, -15.00, 20.85, 1.78, 1.33, 5.49, rern6,
2013-02-28,-24.24, -14.91, 20.08, 1.47, 1.12, 4.6, rern6,
2013-03-01,-21.25, -15.84, 25.64, 1.62, 1.23, 5.09, rern6,
2013-03-02,-23.36, -14.64, 20.81, 1.72, 1.3, 5.37, rern6,
2013-03-03,-23.75, -14.27, 14.35, 1.83, 1.39, 5.68, rern6,
2013-03-04,-23.68, -14.16, 18.21, 1.82, 1.37, 5.7, rern6,
2013-03-05,-21.34, -15.79, 18.81, 1.69, 1.28, 5.3, rern6,
2013-03-06,-21.56, -16.70, 29.47, 1.73, 1.3, 5.45, rern6,
2013-03-07,-23.08, -23.17, 28.75, 1.83, 1.38, 5.72, rern6,
2013-03-08,-24.75, -20.70, 30.28, 1.82, 1.37, 5.73, rern6,
2013-03-09,-21.71, -20.03, 21.84, 1.73, 1.31, 5.44, rern6,
2013-03-10,-20.57, -15.15, 17.87, 1.8, 1.35, 5.65, rern6,
2013-03-11,-20.51, -15.01, 13.08, 1.86, 1.43, 5.75, rern6,
2013-03-12,-21.85, -15.87, 14.65, 1.89, 1.45, 5.89, rern6,
2013-03-13,-23.44, -14.00, 16.71, 1.89, 1.45, 5.88, rern6,
2013-03-14,-24.11, -15.92, 15.24, 1.87, 1.45, 5.78, rern6,
2013-03-15,-21.83, -15.44, 16.02, 1.73, 1.34, 5.42, rern6,
2013-03-16,-22.89, -14.81, 18.75, 2.03, 1.56, 6.37, rern6,
2013-03-17,-20.50, -15.17, 10.64, 1.83, 1.42, 5.69, rern6,
2013-03-18,-21.69, -15.33, 13.34, 1.82, 1.41, 5.66, rern6,
2013-03-19,-23.30, -16.12, 19.59, 1.9, 1.46, 5.9, rern6,
2013-03-20,-22.11, -15.63, 16.70, 1.85, 1.42, 5.74, rern6,
2013-03-21,-19.85, -16.46, 20.39, 1.65, 1.27, 5.17, rern6,
2013-03-22,-20.72, -15.32, 18.57, 1.93, 1.46, 5.96, rern6,
2013-03-23,-21.37, -15.61, 17.03, 1.79, 1.36, 5.56, rern6,
2013-03-24,-21.78, -14.96, 16.01, 1.91, 1.45, 5.91, rern6,
2013-03-25,-20.50, -16.42, 18.30, 1.83, 1.4, 5.66, rern6,
2013-03-26,-19.56, -16.49, 20.10, 1.64, 1.26, 5.12, rern6,
2013-03-27,-19.72, -17.19, 22.27, 2.01, 1.53, 6.28, rern6,
2013-03-28,-23.93, -15.68, 15.00, 1.9, 1.41, 5.83, rern6,
2013-03-29,-20.94, -16.01, 10.87, 1.89, 1.41, 5.82, rern6,
2013-03-30,-22.74, -14.76, 10.65, 1.86, 1.38, 5.69, rern6,
2013-03-31,-19.46, -14.40, 16.95, 1.87, 1.4, 5.71, rern6,
2013-04-01,-22.76, -16.35, 11.96, 1.91, 1.42, 5.83, rern6,
2013-04-02,-20.69, -16.10, 17.06, 1.87, 1.39, 5.78, rern6,
2013-04-03,-22.12, -14.74, 21.77, 1.95, 1.45, 6.03, rern6,
2013-04-04,-22.06, -15.49, 15.69, 3.3, 3.42, 14.67, rern6,
2013-04-05,-21.12, -17.39, 16.75, 1.83, 1.36, 5.7, rern6,
2013-04-06,-21.85, -15.69, 17.23, 2.05, 1.52, 6.29, rern6,
2013-04-07,-23.45, -15.79, 18.74, 1.94, 1.43, 6.03, rern6,
2013-04-08,-24.79, -15.88, 12.78, 1.92, 1.41, 5.91, rern6,
2013-04-09,-22.15, -17.10, 15.84, 1.81, 1.34, 5.62, rern6,
2013-04-10,-20.87, -16.65, 9.77, 2.09, 1.71, 7.6, rern6,
2013-04-11,-21.89, -15.90, 11.25, 1.62, 1.17, 4.98, rern6,
2013-04-12,-21.26, -16.09, 5.48, 1.63, 1.2, 5.14, rern6,
2013-04-13,-22.35, -14.02, 6.65, 1.72, 1.26, 5.4, rern6,
2013-04-14,-20.30, -16.97, 11.46, 1.7, 1.24, 5.13, rern6,
2013-04-15,-16.61, -18.30, 10.28, 2.86, 2.28, 9.42, rern6,
2013-04-16,-14.42, -17.47, 17.23, 2.15, 1.58, 6.6, rern6,
2013-04-17,-14.12, -23.21, 16.90, 2.04, 1.53, 6.36, rern6,
2013-04-18,-15.89, -20.59, 23.20, 2.05, 1.56, 6.37, rern6,
2013-04-19,-19.10, -17.51, 12.59, 1.88, 1.42, 5.83, rern6,
2013-04-20,-19.55, -16.39, 11.54, 2.36, 1.98, 8.23, rern6,
2013-04-21,-19.25, -16.25, 8.63, 2.32, 1.92, 7.89, rern6,
2013-04-22,-24.87, -15.54, 15.59, 2.37, 1.87, 8.11, rern6,
2013-04-23,-21.88, -19.65, 12.92, 1.9, 1.43, 5.93, rern6,
2013-04-24,-19.69, -18.07, 10.17, 2.52, 2.02, 8.59, rern6,
2013-04-25,-19.48, -14.95, 16.72, 2.07, 1.52, 6.42, rern6,
2013-04-26,-20.80, -13.24, 24.17, 1.88, 1.39, 5.87, rern6,
2013-04-27,-17.52, -17.93, 18.24, 1.99, 1.46, 6.17, rern6,
2013-04-28,-21.79, -13.25, 9.44, 1.8, 1.33, 5.63, rern6,
2013-04-29,-20.32, -14.97, 15.72, 1.79, 1.32, 5.59, rern6,
2013-04-30,-21.39, -16.52, 22.89, 2.11, 1.54, 6.56, rern6,
2013-05-01,-20.63, -15.88, 14.44, 1.83, 1.35, 5.65, rern6,
2013-05-02,-24.80, -16.73, 13.18, 1.85, 1.36, 5.73, rern6,
2013-05-03,-20.91, -16.47, 14.02, 1.74, 1.28, 5.38, rern6,
2013-05-04,-20.21, -17.00, 13.55, 1.79, 1.3, 5.5, rern6,
2013-05-05,-18.50, -16.95, 18.36, 1.77, 1.29, 5.49, rern6,
2013-05-06,-18.70, -17.41, 23.24, 1.73, 1.27, 5.33, rern6,
2013-05-07,-18.81, -17.08, 22.36, 1.89, 1.38, 5.82, rern6,
2013-05-08,-20.08, -16.97, 19.07, 1.82, 1.32, 5.61, rern6,
2013-05-09,-20.00, -16.74, 12.29, 1.77, 1.29, 5.49, rern6,
2013-05-10,-20.52, -15.73, 11.07, 1.93, 1.42, 6.09, rern6,
2013-05-11,-22.64, -14.66, 10.68, 1.88, 1.36, 5.8, rern6,
2013-05-12,-21.57, -15.30, 19.03, 1.77, 1.28, 5.45, rern6,
2013-05-13,-20.16, -14.89, 25.93, 1.79, 1.3, 5.56, rern6,
2013-05-14,-19.41, -17.09, 25.61, 1.72, 1.25, 5.32, rern6,
2013-05-15,-20.08, -17.29, 22.28, 1.94, 1.41, 5.95, rern6,
2013-05-16,-20.77, -15.52, 21.07, 1.75, 1.27, 5.45, rern6,
2013-05-17,-20.65, -14.27, 24.62, 1.82, 1.32, 5.65, rern6,
2013-05-18,-20.23, -15.85, 19.61, 1.67, 1.21, 5.2, rern6,
2013-05-19,-16.26, -16.03, 24.06, 2.03, 1.46, 6.31, rern6,
2013-05-20,-22.20, -16.37, 3.97, 2.14, 1.53, 6.66, rern6,
2013-05-21,-17.46, -18.49, 4.90, 2.11, 1.52, 6.54, rern6,
2013-05-22,-18.54, -16.55, 18.76, 1.85, 1.34, 5.77, rern6,
2013-05-23,-18.89, -16.77, 22.55, 1.98, 1.43, 6.12, rern6,
2013-05-24,-17.62, -16.36, 26.16, 2.08, 1.48, 6.41, rern6,
2013-05-25,-17.62, -16.07, 21.12, 1.92, 1.38, 5.96, rern6,
2013-05-26,-18.26, -15.97, 22.19, 2, 1.45, 6.16, rern6,
2013-05-27,-19.06, -14.80, 25.89, 1.89, 1.37, 5.87, rern6,
2013-05-28,-19.21, -14.23, 27.29, 1.78, 1.3, 5.57, rern6,
2013-05-29,-20.96, -14.32, 26.59, 1.68, 1.23, 5.26, rern6,
2013-05-30,-19.77, -15.29, 24.69, 1.66, 1.21, 5.19, rern6,
2013-05-31,-18.35, -16.38, 26.98, 1.59, 1.17, 4.97, rern6,
2013-06-01,-19.13, -17.01, 26.18, 1.69, 1.24, 5.29, rern6,
2013-06-02,-19.61, -15.61, 23.83, 1.77, 1.3, 5.51, rern6,
2013-06-03,-19.33, -14.78, 23.87, 1.58, 1.16, 4.95, rern6,
2013-06-04,-20.29, -15.26, 24.33, 1.66, 1.22, 5.21, rern6,
2013-06-05,-21.15, -15.50, 25.12, 1.84, 1.36, 5.68, rern6,
2013-06-06,-19.70, -15.72, 21.97, 1.83, 1.34, 5.66, rern6,
2013-06-07,-20.03, -15.31, 20.08, 1.62, 1.18, 5.08, rern6,
2013-06-08,-21.24, -15.75, 22.40, 1.81, 1.32, 5.61, rern6,
2013-06-09,-20.05, -15.40, 19.27, 1.53, 1.12, 4.83, rern6,
2013-06-10,-21.30, -15.51, 25.26, 1.54, 1.12, 4.85, rern6,
2013-06-11,-21.03, -15.29, 26.97, 1.53, 1.11, 4.83, rern6,
2013-06-12,-22.03, -14.52, 26.72, 2.01, 1.48, 6.11, rern6,
2013-06-13,-18.52, -15.76, 32.24, 1.78, 1.32, 5.55, rern6,
2013-06-14,-24.43, -17.62, 25.78, 1.89, 1.4, 5.9, rern6,
2013-06-15,-20.98, -16.39, 9.20, 2.08, 1.53, 6.47, rern6,
2013-06-16,-20.54, -15.05, 23.75, 1.78, 1.32, 5.55, rern6,
2013-06-17,-21.95, -14.89, 25.69, 2.1, 1.55, 6.53, rern6,
2013-06-18,-23.45, -13.72, 26.99, 1.79, 1.33, 5.62, rern6,
2013-06-19,-27.61, -14.17, 25.32, 2.06, 1.51, 6.4, rern6,
2013-06-20,-22.66, -15.15, 29.64, 1.96, 1.45, 6.07, rern6,
2013-06-21,-23.75, -15.58, 26.68, 2.09, 1.54, 6.5, rern6,
2013-06-22,-30.20, -18.74, 21.72, 2.26, 1.64, 6.97, rern6,
2013-06-23,-22.08, -14.24, 34.43, 1.72, 1.28, 5.35, rern6,
2013-06-24,-21.41, -13.33, 30.21, 1.93, 1.43, 5.97, rern6,
2013-06-25,-22.53, -14.79, 29.13, 1.63, 1.22, 5.08, rern6,
2013-06-26,-23.94, -14.69, 19.87, 1.71, 1.28, 5.35, rern6,
2013-06-27,-22.57, -15.56, 23.67, 1.61, 1.21, 5.03, rern6,
2013-06-28,-22.30, -14.57, 24.81, 1.77, 1.33, 5.59, rern6,
2013-06-29,-21.13, -17.35, 20.24, 2.3, 1.69, 7.16, rern6,
2013-06-30,-24.58, -15.78, 22.22, 2.07, 1.53, 6.43, rern6,
2013-07-01,-22.34, -13.06, 27.45, 1.94, 1.44, 6.05, rern6,
2013-07-02,-26.15, -12.41, 36.21, 1.91, 1.42, 5.98, rern6,
2013-07-03,-23.74, -14.96, 29.68, 1.86, 1.39, 5.83, rern6,
2013-07-04,-20.81, -15.28, 23.09, 1.63, 1.22, 5.09, rern6,
2013-07-05,-22.31, -14.45, 24.38, 1.66, 1.27, 5.27, rern6,
2013-07-06,-22.11, -11.39, 29.76, 1.87, 1.42, 5.85, rern6,
2013-07-07,-27.40, -8.06, 25.52, 1.92, 1.46, 6, rern6,
2013-07-08,-22.55, -14.36, 24.84, 1.73, 1.32, 5.43, rern6,
2013-07-09,-22.92, -15.37, 27.93, 2.03, 1.53, 6.34, rern6,
2013-07-10,-21.48, -13.90, 21.93, 2.03, 1.54, 6.37, rern6,
2013-07-11,-19.82, -12.99, 22.89, 1.92, 1.45, 5.99, rern6,
2013-07-12,-22.59, -14.43, 22.96, 1.54, 1.18, 4.86, rern6,
2013-07-13,-22.29, -15.01, 25.31, 1.57, 1.23, 5.01, rern6,
2013-07-14,-18.93, -13.91, 24.99, 1.86, 1.44, 5.9, rern6,
2013-07-15,-26.06, -16.31, 7.44, 1.76, 1.35, 5.6, rern6,
2013-07-16,-24.96, -19.68, 17.16, 1.92, 1.47, 6.06, rern6,
2013-07-17,-27.64, -19.70, 16.58, 2.11, 1.59, 6.65, rern6,
2013-07-18,-23.07, -16.82, 23.89, 2.04, 1.54, 6.47, rern6,
2013-07-19,-17.60, -16.75, 19.08, 2.04, 1.54, 6.48, rern6,
2013-07-20,-14.52, -14.27, 14.91, 2.36, 1.75, 7.42, rern6,
2013-07-21,-22.62, -15.45, 16.39, 1.86, 1.43, 5.87, rern6,
2013-07-22,-21.36, -14.85, 19.99, 1.71, 1.31, 5.44, rern6,
2013-07-23,-25.14, -13.30, 7.54, 1.82, 1.38, 5.75, rern6,
2013-07-24,-24.26, -18.38, 13.74, 2, 1.54, 6.37, rern6,
2013-07-25,-24.93, -15.37, 13.62, 1.74, 1.36, 5.6, rern6,
2013-07-26,-22.57, -14.93, 20.08, 1.41, 1.11, 4.53, rern6,
2013-07-27,-21.07, -15.92, 23.25, 1.49, 1.16, 4.74, rern6,
2013-07-28,-22.35, -14.92, 22.01, 1.55, 1.21, 4.94, rern6,
2013-07-29,-22.13, -15.11, 18.99, 1.5, 1.17, 4.77, rern6,
2013-07-30,-21.45, -15.61, 21.45, 1.68, 1.3, 5.35, rern6,
2013-07-31,-20.24, -13.50, 24.32, 1.72, 1.32, 5.45, rern6,
2013-08-01,-21.23, -15.87, 21.75, 1.72, 1.31, 5.37, rern6,
2013-08-02,-23.51, -15.27, 21.99, 1.46, 1.14, 4.65, rern6,
2013-08-03,-21.65, -15.65, 22.61, 1.57, 1.22, 4.96, rern6,
2013-08-04,-22.59, -15.33, 24.25, 1.54, 1.17, 4.85, rern6,
2013-08-05,-23.94, -14.70, 23.51, 1.5, 1.14, 4.69, rern6,
2013-08-06,-29.17, -14.79, 30.63, 1.72, 1.32, 5.42, rern6,
2013-08-07,-27.81, -11.87, 27.44, 1.83, 1.38, 5.77, rern6,
2013-08-08,-25.18, -14.53, 27.79, 1.78, 1.35, 5.56, rern6,
2013-08-09,-24.26, -14.10, 33.03, 1.67, 1.27, 5.24, rern6,
2013-08-10,-21.33, -17.96, 23.63, 1.82, 1.38, 5.72, rern6,
2013-08-11,-21.82, -16.59, 25.71, 1.48, 1.12, 4.69, rern6,
2013-08-12,-21.53, -16.50, 30.00, 1.7, 1.31, 5.32, rern6,
2013-08-13,-22.41, -15.22, 6.58, 2.27, 1.7, 7.17, rern6,
2013-08-14,-21.32, -17.42, 22.31, 1.62, 1.27, 5.06, rern6,
2013-08-15,-28.34, -19.41, 25.89, 1.82, 1.39, 5.78, rern6,
2013-08-16,-20.21, -15.22, 24.77, 1.47, 1.13, 4.68, rern6,
2013-08-17,-24.42, -16.39, 29.94, 1.61, 1.22, 5.06, rern6,
2013-08-18,-23.57, -15.88, 22.76, 1.79, 1.33, 5.55, rern6,
2013-08-19,-22.48, -17.28, 22.60, 1.81, 1.36, 5.68, rern6,
2013-08-20,-23.94, -15.29, 26.11, 2.12, 1.59, 6.66, rern6,
2013-08-21,-21.85, -14.67, 21.70, 1.9, 1.43, 5.94, rern6,
2013-08-22,-28.70, -7.99, 54.77, 2.2, 1.65, 6.88, rern6,
2013-08-23,-22.81, -13.92, 33.23, 2.16, 1.61, 6.72, rern6,
2013-08-24,-25.99, -11.70, 36.67, 1.85, 1.39, 5.76, rern6,
2013-08-25,-25.68, -7.90, 21.38, 2.41, 1.76, 7.42, rern6,
2013-08-26,-21.29, -13.55, 10.56, 2.23, 1.66, 7, rern6,
2013-08-27,-25.17, -12.95, 22.62, 1.97, 1.47, 6.15, rern6,
2013-08-28,-19.74, -14.61, 24.87, 2.07, 1.55, 6.53, rern6,
2013-08-29,-26.35, -13.67, 25.27, 1.68, 1.28, 5.27, rern6,
2013-08-30,-23.04, -15.18, 31.58, 1.73, 1.3, 5.45, rern6,
2013-08-31,-19.94, -13.99, 30.36, 2.33, 1.74, 7.23, rern6,
2013-09-01,-24.95, -17.74, 19.27, 2.15, 1.6, 6.67, rern6,
2013-09-02,-20.49, -16.08, 18.42, 2.21, 1.69, 6.88, rern6,
2013-09-03,-21.83, -13.26, 27.86, 1.83, 1.42, 5.69, rern6,
2013-09-04,-22.14, -12.85, 31.92, 1.83, 1.44, 5.73, rern6,
2013-09-05,-21.03, -14.70, 26.86, 1.55, 1.24, 4.91, rern6,
2013-09-06,-22.38, -14.91, 29.29, 1.58, 1.26, 5, rern6,
2013-09-07,-21.29, -15.52, 20.11, 1.52, 1.21, 4.81, rern6,
2013-09-08,-21.47, -16.42, 28.46, 1.59, 1.27, 5.02, rern6,
2013-09-09,-23.10, -14.93, 24.81, 1.66, 1.31, 5.24, rern6,
2013-09-10,-21.20, -18.51, 33.42, 1.8, 1.41, 5.65, rern6,
2013-09-11,-21.77, -15.82, 20.45, 1.69, 1.34, 5.34, rern6,
2013-09-12,-22.12, -16.53, 15.82, 1.74, 1.36, 5.47, rern6,
2013-09-13,-25.75, -16.00, 15.84, 1.86, 1.44, 5.85, rern6,
2013-09-14,-22.44, -14.48, 26.48, 1.7, 1.32, 5.34, rern6,
2013-09-15,-21.84, -15.47, 26.03, 1.62, 1.27, 5.1, rern6,
2013-09-16,-20.56, -14.04, 24.37, 1.83, 1.42, 5.75, rern6,
2013-09-17,-20.41, -13.57, 28.97, 1.62, 1.27, 5.1, rern6,
2013-09-18,-22.22, -15.73, 24.39, 1.69, 1.32, 5.29, rern6,
2013-09-19,-21.99, -12.29, 22.64, 1.93, 1.48, 6.06, rern6,
2013-09-20,-22.78, -16.95, 21.65, 2.1, 1.6, 6.54, rern6,
2013-09-21,-17.09, -19.30, 16.28, 2.3, 1.76, 7.24, rern6,
2013-09-22,-19.34, -15.41, 29.41, 1.82, 1.4, 5.72, rern6,
2013-09-23,-19.65, -13.76, 29.19, 1.8, 1.39, 5.65, rern6,
2013-09-24,-20.54, -14.81, 22.90, 2.27, 1.71, 7.01, rern6,
2013-09-25,-18.49, -19.05, 19.81, 1.97, 1.51, 6.13, rern6,
2013-09-26,-22.46, -17.17, 17.47, 1.86, 1.43, 5.81, rern6,
2013-09-27,-22.33, -19.33, 16.32, 2.03, 1.53, 6.28, rern6,
2013-09-28,-21.42, -14.64, 28.18, 2, 1.53, 6.21, rern6,
2013-09-29,-21.01, -14.27, 29.36, 1.78, 1.39, 5.54, rern6,
2013-09-30,-22.60, -14.74, 19.72, 1.68, 1.29, 5.2, rern6,
2013-10-01,-20.56, -14.19, 28.50, 1.82, 1.39, 5.65, rern6,
2013-10-02,-21.40, -15.47, 19.56, 1.87, 1.42, 5.79, rern6,
2013-10-03,-25.07, -14.93, 18.45, 1.8, 1.38, 5.57, rern6,
2013-10-04,-23.22, -15.41, 16.91, 1.75, 1.34, 5.42, rern6,
2013-10-05,-18.31, -13.36, 24.81, 2.11, 1.6, 6.52, rern6,
2013-10-06,-14.73, -14.59, 21.54, 1.91, 1.45, 5.91, rern6,
2013-10-07,-20.88, -15.02, 20.29, 2.04, 1.53, 6.32, rern6,
2013-10-08,-20.32, -14.02, 25.45, 2.12, 1.58, 6.57, rern6,
2013-10-09,-22.02, -14.06, 20.79, 1.87, 1.41, 5.8, rern6,
2013-10-10,-21.75, -15.05, 21.36, 2.27, 1.7, 7.09, rern6,
2013-10-11,-20.49, -15.00, 25.53, 1.99, 1.44, 6.08, rern6,
2013-10-12,-23.32, -13.43, 25.67, 1.83, 1.37, 5.64, rern6,
2013-10-13,-21.34, -15.40, 24.36, 1.88, 1.39, 5.76, rern6,
2013-10-14,-23.32, -17.42, 23.75, 2.12, 1.56, 6.58, rern6,
2013-10-15,-24.22, -16.21, 17.17, 1.84, 1.38, 5.66, rern6,
2013-10-16,-19.15, -15.82, 18.26, 1.77, 1.32, 5.48, rern6,
2013-10-17,-20.54, -15.29, 20.82, 1.51, 1.14, 4.69, rern6,
2013-10-18,-21.54, -15.67, 20.58, 1.85, 1.38, 5.71, rern6,
2013-10-19,-21.91, -13.65, 16.52, 1.82, 1.36, 5.58, rern6,
2013-10-20,-22.64, -14.76, 20.40, 1.79, 1.33, 5.5, rern6,
2013-10-21,-21.99, -16.91, 24.57, 1.72, 1.28, 5.27, rern6,
2013-10-22,-23.68, -15.95, 22.61, 1.88, 1.39, 5.75, rern6,
2013-10-23,-26.10, -16.60, 25.20, 1.85, 1.37, 5.65, rern6,
2013-10-24,-22.60, -14.89, 32.28, 1.89, 1.41, 5.8, rern6,
2013-10-25,-24.78, -15.91, 24.29, 1.89, 1.4, 5.84, rern6,
