PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AV06
Station name, AKU_AkutPtAK2005
Begin Date, 2005-06-22
End Date, 2018-09-15
Release Date, 2018-11-17
Source file, AV06.pbo.nam08.pos
Offset from source file, -12.60 mm North, -7.17 mm East, 12.53 mm Vertical
Reference position, 54.1471796925 North Latitude, -165.7657206321 East Longitude, 463.09852 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-02-19,-29.87, -17.18, 32.11, 1.48, 1.11, 4.63, suppf,
2017-02-20,-27.01, -18.48, 35.24, 1.46, 1.1, 4.56, suppf,
2017-02-21,-28.19, -18.25, 34.10, 1.76, 1.31, 5.46, suppf,
2017-02-22,-29.73, -17.46, 22.41, 1.85, 1.37, 5.76, suppf,
2017-02-23,-25.80, -17.94, 27.36, 1.99, 1.46, 6.21, suppf,
2017-02-24,-26.16, -18.60, 23.25, 1.6, 1.21, 5.04, suppf,
2017-02-25,-19.12, -16.52, 37.62, 1.74, 1.31, 5.47, suppf,
2017-02-26,-25.46, -17.93, 32.22, 1.69, 1.26, 5.29, suppf,
2017-02-27,-28.71, -18.64, 27.36, 1.7, 1.27, 5.3, suppf,
2017-02-28,-30.69, -17.82, 27.74, 1.55, 1.17, 4.89, suppf,
2017-03-01,-33.46, -19.10, 26.69, 1.5, 1.13, 4.72, suppf,
2017-03-02,-30.87, -20.44, 29.79, 1.46, 1.1, 4.59, suppf,
2017-03-03,-29.23, -17.89, 30.46, 1.51, 1.13, 4.74, suppf,
2017-03-04,-26.21, -18.74, 34.01, 1.54, 1.15, 4.84, suppf,
2017-03-05,-28.21, -18.36, 42.03, 1.67, 1.24, 5.23, suppf,
2017-03-06,-27.19, -19.55, 36.87, 1.91, 1.41, 6.02, suppf,
2017-03-07,-27.65, -19.44, 30.68, 1.63, 1.23, 5.13, suppf,
2017-03-08,-27.05, -18.96, 30.11, 1.57, 1.16, 4.89, suppf,
2017-03-09,-28.03, -19.54, 28.30, 1.54, 1.14, 4.8, suppf,
2017-03-10,-28.26, -19.63, 29.54, 1.51, 1.12, 4.72, suppf,
2017-03-11,-32.29, -20.38, 31.88, 1.64, 1.22, 5.13, suppf,
2017-03-12,-28.03, -20.21, 33.88, 1.79, 1.31, 5.55, suppf,
2017-03-13,-28.52, -17.98, 31.03, 1.89, 1.37, 5.86, suppf,
2017-03-14,-31.31, -19.40, 27.26, 1.61, 1.18, 5, suppf,
2017-03-15,-30.50, -19.95, 25.96, 1.51, 1.12, 4.69, suppf,
2017-03-16,-26.98, -18.56, 31.55, 1.48, 1.09, 4.61, suppf,
2017-03-17,-27.00, -19.40, 33.43, 1.51, 1.12, 4.73, suppf,
2017-03-18,-26.48, -19.42, 36.46, 1.5, 1.1, 4.67, suppf,
2017-03-19,-26.44, -19.38, 37.52, 1.54, 1.13, 4.78, suppf,
2017-03-20,-26.80, -19.20, 32.58, 1.51, 1.11, 4.68, suppf,
2017-03-21,-27.16, -19.31, 34.84, 1.52, 1.12, 4.71, suppf,
2017-03-22,-28.05, -19.40, 33.99, 1.5, 1.1, 4.67, suppf,
2017-03-23,-28.47, -18.18, 35.30, 1.55, 1.13, 4.79, suppf,
2017-03-24,-26.64, -19.98, 33.62, 1.53, 1.12, 4.72, suppf,
2017-03-25,-26.67, -21.07, 32.55, 1.59, 1.16, 4.93, suppf,
2017-03-26,-27.25, -20.44, 31.11, 1.53, 1.12, 4.76, suppf,
2017-03-27,-29.40, -20.50, 29.90, 1.62, 1.18, 5, suppf,
2017-03-28,-30.59, -19.86, 25.48, 1.56, 1.14, 4.84, suppf,
2017-03-29,-28.55, -19.83, 28.94, 1.48, 1.08, 4.59, suppf,
2017-03-30,-29.36, -20.60, 33.82, 1.54, 1.12, 4.76, suppf,
2017-03-31,-32.53, -19.65, 34.27, 1.52, 1.11, 4.74, suppf,
2017-04-01,-28.42, -19.25, 34.83, 1.58, 1.15, 4.9, suppf,
2017-04-02,-28.65, -19.57, 32.87, 1.44, 1.06, 4.47, suppf,
2017-04-03,-30.52, -18.84, 34.09, 1.51, 1.1, 4.7, suppf,
2017-04-04,-33.00, -18.88, 34.24, 1.57, 1.14, 4.87, suppf,
2017-04-05,-30.79, -19.84, 38.55, 1.53, 1.12, 4.78, suppf,
2017-04-06,-29.44, -20.47, 36.66, 1.53, 1.12, 4.78, suppf,
2017-04-07,-27.52, -19.14, 28.37, 1.53, 1.12, 4.79, suppf,
2017-04-08,-26.63, -19.45, 33.01, 1.47, 1.08, 4.61, suppf,
2017-04-09,-24.42, -19.77, 34.00, 1.5, 1.1, 4.71, suppf,
2017-04-10,-26.65, -19.77, 29.55, 1.48, 1.09, 4.66, suppf,
2017-04-11,-25.33, -20.07, 25.55, 1.68, 1.23, 5.27, suppf,
2017-04-12,-29.50, -19.12, 14.56, 1.95, 1.4, 6.12, suppf,
2017-04-13,-28.97, -19.06, 25.16, 1.57, 1.15, 4.96, suppf,
2017-04-14,-23.80, -18.05, 36.20, 1.79, 1.3, 5.62, suppf,
2017-04-15,-27.01, -18.79, 28.99, 1.64, 1.21, 5.15, suppf,
2017-04-16,-28.07, -18.88, 30.93, 1.53, 1.13, 4.82, suppf,
2017-04-17,-28.16, -19.01, 25.51, 1.48, 1.1, 4.67, suppf,
2017-04-18,-30.05, -16.82, 29.01, 1.64, 1.21, 5.15, suppf,
2017-04-19,-27.94, -18.96, 29.22, 1.58, 1.17, 4.98, suppf,
2017-04-20,-27.60, -20.40, 30.26, 1.47, 1.09, 4.6, suppf,
2017-04-21,-27.28, -19.74, 29.62, 1.43, 1.06, 4.47, suppf,
2017-04-22,-25.74, -20.95, 29.15, 1.59, 1.17, 4.96, suppf,
2017-04-23,-24.74, -19.72, 37.56, 1.65, 1.21, 5.16, suppf,
2017-04-24,-26.58, -18.52, 35.04, 1.63, 1.2, 5.1, suppf,
2017-04-25,-24.42, -19.09, 36.14, 1.64, 1.2, 5.09, suppf,
2017-04-26,-22.80, -18.07, 39.70, 1.61, 1.18, 5.02, suppf,
2017-04-27,-24.03, -18.89, 33.47, 1.67, 1.22, 5.18, suppf,
2017-04-28,-26.32, -19.05, 26.90, 1.59, 1.17, 4.91, suppf,
2017-04-29,-28.40, -17.73, 29.10, 1.75, 1.28, 5.46, suppf,
2017-04-30,-26.39, -18.50, 31.62, 1.53, 1.13, 4.76, suppf,
2017-05-01,-26.16, -18.73, 31.28, 1.53, 1.13, 4.76, suppf,
2017-05-02,-28.44, -19.02, 31.88, 1.57, 1.16, 4.92, suppf,
2017-05-03,-30.28, -18.52, 29.36, 1.72, 1.26, 5.35, suppf,
2017-05-04,-26.26, -19.60, 26.57, 1.58, 1.16, 4.92, suppf,
2017-05-05,-27.76, -18.57, 29.79, 1.77, 1.31, 5.6, suppf,
2017-05-06,-29.28, -17.94, 28.49, 1.73, 1.27, 5.44, suppf,
2017-05-07,-26.50, -18.92, 26.98, 1.53, 1.13, 4.8, suppf,
2017-05-08,-26.74, -18.92, 26.62, 1.57, 1.16, 4.95, suppf,
2017-05-09,-26.04, -19.27, 25.42, 1.54, 1.16, 4.87, suppf,
2017-05-10,-24.54, -18.66, 29.67, 1.59, 1.19, 5.03, suppf,
2017-05-11,-31.93, -20.79, 25.74, 1.94, 1.42, 6.1, suppf,
2017-05-12,-30.18, -21.70, 35.29, 1.93, 1.42, 6.06, suppf,
2017-05-13,-25.52, -17.63, 33.62, 1.84, 1.36, 5.82, suppf,
2017-05-14,-25.10, -18.98, 34.50, 1.61, 1.2, 5.1, suppf,
2017-05-15,-23.89, -18.15, 30.74, 1.81, 1.34, 5.71, suppf,
2017-05-16,-25.59, -18.72, 32.98, 1.73, 1.29, 5.48, suppf,
2017-05-17,-25.65, -18.19, 30.65, 1.51, 1.14, 4.79, suppf,
2017-05-18,-24.55, -18.67, 30.34, 1.54, 1.17, 4.94, suppf,
2017-05-19,-25.85, -19.19, 27.49, 1.57, 1.2, 5.08, suppf,
2017-05-20,-25.51, -19.03, 32.12, 1.51, 1.15, 4.83, suppf,
2017-05-21,-27.10, -18.58, 27.49, 1.65, 1.25, 5.27, suppf,
2017-05-22,-26.84, -15.48, 29.28, 1.91, 1.44, 6.09, suppf,
2017-05-23,-29.69, -19.74, 26.65, 1.71, 1.3, 5.47, suppf,
2017-05-24,-27.08, -15.40, 32.79, 1.79, 1.36, 5.72, suppf,
2017-05-25,-27.44, -15.27, 35.92, 1.68, 1.28, 5.37, suppf,
2017-05-26,-26.41, -18.50, 31.24, 1.56, 1.19, 4.98, suppf,
2017-05-27,-28.01, -17.01, 26.45, 1.55, 1.19, 4.98, suppf,
2017-05-28,-25.74, -17.93, 23.39, 1.53, 1.18, 4.89, suppf,
2017-05-29,-26.03, -18.62, 27.23, 1.55, 1.2, 4.95, suppf,
2017-05-30,-26.27, -18.73, 30.85, 1.55, 1.2, 4.95, suppf,
2017-05-31,-23.90, -19.12, 30.11, 1.58, 1.22, 5.04, suppf,
2017-06-01,-25.97, -18.30, 30.49, 1.56, 1.21, 4.98, suppf,
2017-06-02,-26.05, -18.09, 30.84, 1.65, 1.26, 5.24, suppf,
2017-06-03,-25.08, -17.14, 30.63, 1.61, 1.24, 5.14, suppf,
2017-06-04,-27.18, -19.46, 24.87, 1.72, 1.32, 5.36, suppf,
2017-06-05,-27.03, -21.33, 30.07, 1.71, 1.3, 5.39, suppf,
2017-06-06,-25.11, -18.61, 26.94, 1.85, 1.39, 5.83, suppf,
2017-06-07,-25.13, -18.92, 29.16, 1.75, 1.33, 5.5, suppf,
2017-06-08,-26.86, -18.81, 30.09, 1.57, 1.2, 4.96, suppf,
2017-06-09,-25.96, -18.40, 30.16, 1.62, 1.23, 5.15, suppf,
2017-06-10,-26.21, -17.37, 30.24, 1.49, 1.14, 4.73, suppf,
2017-06-11,-23.71, -17.61, 33.85, 1.61, 1.22, 5.14, suppf,
2017-06-12,-25.72, -18.30, 29.50, 1.8, 1.35, 5.67, suppf,
2017-06-13,-24.69, -18.71, 26.11, 1.56, 1.19, 4.96, suppf,
2017-06-14,-25.89, -19.28, 36.33, 1.63, 1.23, 5.14, suppf,
2017-06-15,-25.04, -19.79, 34.62, 1.82, 1.36, 5.75, suppf,
2017-06-16,-25.80, -18.32, 29.49, 1.61, 1.22, 5.08, suppf,
2017-06-17,-26.18, -17.98, 26.14, 1.49, 1.13, 4.71, suppf,
2017-06-18,-26.38, -18.94, 26.26, 1.54, 1.17, 4.86, suppf,
2017-06-19,-25.95, -17.72, 30.90, 1.57, 1.19, 4.97, suppf,
2017-06-20,-25.83, -19.46, 29.45, 1.62, 1.21, 5.1, suppf,
2017-06-21,-26.78, -19.01, 29.65, 1.6, 1.2, 5.05, suppf,
2017-06-22,-26.08, -18.40, 27.92, 1.55, 1.16, 4.87, suppf,
2017-06-23,-26.61, -19.12, 31.50, 1.57, 1.18, 4.94, suppf,
2017-06-24,-24.20, -18.99, 36.00, 1.73, 1.29, 5.44, suppf,
2017-06-25,-29.98, -19.69, 21.48, 1.86, 1.37, 5.83, suppf,
2017-06-26,-25.21, -18.41, 31.98, 1.64, 1.22, 5.13, suppf,
2017-06-27,-30.26, -21.50, 31.24, 1.82, 1.34, 5.69, suppf,
2017-06-28,-22.97, -18.25, 24.16, 1.75, 1.3, 5.52, suppf,
2017-06-29,-26.29, -17.92, 31.26, 1.53, 1.15, 4.83, suppf,
2017-06-30,-25.88, -18.31, 31.98, 1.46, 1.09, 4.62, suppf,
2017-07-01,-25.44, -20.19, 30.25, 1.54, 1.15, 4.86, suppf,
2017-07-02,-26.77, -19.34, 34.77, 1.52, 1.14, 4.8, suppf,
2017-07-03,-25.52, -20.29, 27.46, 1.51, 1.13, 4.77, suppf,
2017-07-04,-26.12, -19.31, 33.02, 1.5, 1.12, 4.74, suppf,
2017-07-05,-28.42, -18.08, 35.70, 2.18, 1.6, 6.88, suppf,
2017-07-06,-30.67, -20.61, 26.76, 2, 1.5, 6.35, suppf,
2017-07-07,-23.58, -21.97, 36.64, 2.01, 1.5, 6.33, suppf,
2017-07-08,-21.69, -19.13, 40.55, 2.09, 1.54, 6.57, suppf,
2017-07-09,-25.84, -19.95, 31.75, 1.74, 1.33, 5.48, suppf,
2017-07-10,-27.88, -19.37, 42.21, 1.55, 1.21, 4.92, suppf,
2017-07-11,-26.28, -19.15, 29.12, 1.7, 1.31, 5.38, suppf,
2017-07-12,-27.29, -19.15, 29.61, 1.89, 1.42, 5.94, suppf,
2017-07-13,-25.54, -19.46, 27.44, 1.76, 1.32, 5.51, suppf,
2017-07-14,-26.80, -19.38, 28.90, 1.98, 1.47, 6.19, suppf,
2017-07-15,-27.99, -17.91, 33.15, 1.7, 1.3, 5.32, suppf,
2017-07-16,-24.58, -18.90, 23.72, 1.93, 1.45, 6.06, suppf,
2017-07-17,-25.02, -17.70, 36.50, 1.99, 1.48, 6.23, suppf,
2017-07-18,-24.92, -19.46, 38.44, 2.23, 1.62, 6.98, suppf,
2017-07-19,-29.05, -15.27, 41.99, 1.95, 1.45, 6.08, suppf,
2017-07-20,-28.15, -18.29, 35.39, 1.56, 1.19, 4.91, suppf,
2017-07-21,-28.50, -18.81, 31.70, 1.53, 1.17, 4.82, suppf,
2017-07-22,-27.89, -18.23, 30.40, 1.45, 1.12, 4.56, suppf,
2017-07-23,-26.90, -18.62, 28.52, 1.32, 1.02, 4.15, suppf,
2017-07-24,-26.49, -19.08, 28.92, 1.66, 1.25, 5.22, suppf,
2017-07-25,-27.60, -17.75, 24.74, 1.85, 1.38, 5.77, suppf,
2017-07-26,-30.80, -20.74, 45.20, 1.99, 1.48, 6.24, suppf,
2017-07-27,-22.76, -20.69, 30.59, 1.76, 1.32, 5.5, suppf,
2017-07-28,-29.12, -19.06, 28.26, 2.2, 1.61, 6.89, suppf,
2017-07-29,-30.34, -15.53, 41.84, 1.85, 1.38, 5.79, suppf,
2017-07-30,-26.93, -19.34, 32.96, 1.41, 1.08, 4.44, suppf,
2017-07-31,-26.98, -19.24, 27.67, 1.66, 1.25, 5.19, suppf,
2017-08-01,-27.20, -19.27, 26.47, 1.65, 1.24, 5.16, suppf,
2017-08-02,-26.69, -19.46, 25.11, 2.1, 1.55, 6.6, suppf,
2017-08-03,-25.73, -19.17, 32.74, 2.19, 1.63, 6.94, suppf,
2017-08-04,-26.97, -18.18, 22.76, 1.51, 1.15, 4.73, suppf,
2017-08-05,-27.91, -18.10, 27.67, 1.39, 1.06, 4.35, suppf,
2017-08-06,-29.43, -19.92, 22.72, 1.5, 1.15, 4.62, suppf,
2017-08-07,-27.81, -19.77, 28.43, 1.35, 1.03, 4.22, suppf,
2017-08-08,-26.70, -18.37, 25.51, 1.25, 0.96, 3.95, suppf,
2017-08-09,-27.22, -18.30, 22.78, 1.34, 1.03, 4.23, suppf,
2017-08-10,-25.73, -21.33, 22.33, 1.71, 1.28, 5.35, suppf,
2017-08-11,-26.10, -19.36, 23.41, 1.46, 1.12, 4.65, suppf,
2017-08-12,-26.16, -23.97, 28.34, 1.73, 1.29, 5.43, suppf,
2017-08-13,-28.66, -18.62, 31.76, 1.56, 1.18, 4.91, suppf,
2017-08-14,-28.05, -18.84, 28.67, 1.44, 1.1, 4.56, suppf,
2017-08-15,-27.00, -20.12, 29.91, 1.55, 1.17, 4.89, suppf,
2017-08-16,-25.99, -16.86, 34.85, 1.5, 1.13, 4.73, suppf,
2017-08-17,-27.17, -11.45, 23.95, 2.31, 1.66, 7.16, suppf,
2017-08-18,-26.93, -18.76, 27.79, 1.92, 1.41, 6.05, suppf,
2017-08-19,-25.17, -19.64, 27.35, 2.15, 1.56, 6.82, suppf,
2017-08-20,-28.87, -17.96, 30.46, 1.62, 1.2, 5.07, suppf,
2017-08-21,-28.87, -18.85, 20.21, 1.37, 1.03, 4.29, suppf,
2017-08-22,-28.35, -17.87, 24.12, 1.43, 1.07, 4.47, suppf,
2017-08-23,-28.77, -19.13, 13.72, 2.22, 1.59, 6.83, suppf,
2017-08-24,-34.40, -13.21, 33.50, 1.93, 1.41, 5.99, suppf,
2017-08-25,-30.99, -16.83, 32.35, 1.66, 1.24, 5.24, suppf,
2017-08-26,-30.63, -18.42, 29.64, 1.55, 1.15, 4.84, suppf,
2017-08-27,-26.74, -19.18, 31.55, 1.51, 1.12, 4.73, suppf,
2017-08-28,-28.17, -18.21, 34.06, 1.42, 1.06, 4.43, suppf,
2017-08-29,-29.70, -18.85, 34.60, 1.54, 1.2, 4.68, suppf,
2017-08-30,-30.07, -18.50, 42.64, 1.79, 1.32, 5.53, suppf,
2017-08-31,-29.63, -16.41, 31.94, 1.64, 1.2, 4.96, suppf,
2017-09-01,-26.94, -18.52, 40.28, 1.54, 1.13, 4.73, suppf,
2017-09-02,-27.01, -19.07, 33.41, 1.43, 1.06, 4.43, suppf,
2017-09-03,-30.25, -18.39, 39.83, 1.55, 1.15, 4.8, suppf,
2017-09-04,-34.50, -20.88, 34.39, 1.77, 1.31, 5.54, suppf,
2017-09-05,-28.67, -18.74, 33.18, 1.55, 1.14, 4.8, suppf,
2017-09-06,-25.32, -19.19, 30.31, 1.59, 1.17, 4.91, suppf,
2017-09-07,-26.68, -18.27, 34.95, 1.47, 1.1, 4.58, suppf,
2017-09-08,-28.77, -19.75, 30.27, 1.62, 1.18, 5.04, suppf,
2017-09-09,-28.54, -19.15, 38.21, 1.55, 1.14, 4.83, suppf,
2017-09-10,-27.65, -18.82, 35.46, 1.77, 1.28, 5.47, suppf,
2017-09-11,-26.73, -20.06, 30.58, 1.67, 1.22, 5.17, suppf,
2017-09-12,-29.18, -21.15, 42.44, 2.26, 1.6, 7.04, suppf,
2017-09-13,-27.09, -19.39, 36.22, 1.91, 1.37, 5.91, suppf,
2017-09-14,-26.59, -21.02, 36.00, 1.81, 1.29, 5.6, suppf,
2017-09-15,-29.86, -18.91, 34.68, 2.06, 1.46, 6.4, suppf,
2017-09-16,-26.52, -24.22, 14.91, 2.03, 1.45, 6.29, suppf,
2017-09-17,-26.80, -18.50, 40.65, 2.1, 1.51, 6.63, suppf,
2017-09-18,-26.40, -18.41, 33.96, 1.51, 1.09, 4.69, suppf,
2017-09-19,-27.37, -18.30, 27.82, 1.56, 1.13, 4.88, suppf,
2017-09-20,-27.09, -17.97, 31.34, 2.09, 1.48, 6.48, suppf,
2017-09-21,-26.24, -17.94, 30.50, 1.64, 1.19, 5.1, suppf,
2017-09-22,-27.98, -19.15, 30.93, 1.65, 1.2, 5.16, suppf,
2017-09-23,-30.05, -19.47, 37.88, 1.55, 1.13, 4.83, suppf,
2017-09-24,-25.68, -22.24, 37.19, 1.75, 1.26, 5.43, suppf,
2017-09-25,-25.28, -19.80, 32.92, 1.63, 1.18, 5.07, suppf,
2017-09-26,-29.51, -18.99, 35.05, 1.61, 1.16, 5, suppf,
2017-09-27,-27.90, -18.75, 34.70, 1.65, 1.19, 5.16, suppf,
2017-09-28,-31.66, -19.06, 36.15, 1.68, 1.2, 5.22, suppf,
2017-09-29,-29.04, -18.54, 33.23, 1.61, 1.16, 5.01, suppf,
2017-09-30,-31.43, -18.68, 36.41, 1.81, 1.29, 5.64, suppf,
2017-10-01,-25.57, -18.71, 31.23, 1.59, 1.15, 4.98, suppf,
2017-10-02,-27.13, -18.15, 31.73, 1.6, 1.15, 4.99, suppf,
2017-10-03,-26.73, -18.06, 32.90, 1.78, 1.28, 5.53, suppf,
2017-10-04,-25.76, -18.15, 36.12, 1.8, 1.32, 5.64, suppf,
2017-10-05,-25.85, -24.32, 28.98, 2.07, 1.49, 6.5, suppf,
2017-10-06,-23.93, -17.62, 23.37, 1.9, 1.36, 5.95, suppf,
2017-10-07,-23.52, -16.66, 32.44, 2.03, 1.46, 6.37, suppf,
2017-10-08,-25.28, -19.65, 35.32, 1.94, 1.4, 6.08, suppf,
2017-10-09,-26.31, -19.19, 36.17, 1.75, 1.26, 5.46, suppf,
2017-10-10,-22.15, -18.30, 28.69, 1.91, 1.38, 5.99, suppf,
2017-10-11,-26.99, -20.27, 17.09, 2.17, 1.54, 6.79, suppf,
2017-10-12,-27.46, -20.08, 26.65, 2.32, 1.63, 7.3, suppf,
2017-10-13,-29.32, -19.04, 36.53, 1.97, 1.4, 6.14, suppf,
2017-10-14,-28.51, -16.30, 43.28, 1.85, 1.32, 5.78, suppf,
2017-10-15,-30.61, -15.45, 42.38, 1.91, 1.36, 5.97, suppf,
2017-10-16,-25.95, -16.68, 41.95, 1.83, 1.31, 5.71, suppf,
2017-10-17,-29.14, -18.07, 35.81, 1.69, 1.21, 5.27, suppf,
2017-10-18,-27.46, -18.71, 37.27, 1.94, 1.38, 6.03, suppf,
2017-10-19,-24.82, -18.82, 40.85, 1.99, 1.39, 6.08, suppf,
2017-10-20,-24.90, -18.04, 44.48, 1.63, 1.17, 5.08, suppf,
2017-10-21,-28.62, -18.11, 43.41, 1.75, 1.26, 5.46, suppf,
2017-10-22,-27.91, -18.51, 44.78, 1.77, 1.26, 5.48, suppf,
2017-10-23,-28.88, -18.60, 37.80, 1.52, 1.1, 4.75, suppf,
2017-10-24,-26.22, -20.11, 39.13, 1.63, 1.17, 5.08, suppf,
2017-10-25,-28.11, -17.29, 37.30, 1.99, 1.41, 6.19, suppf,
2017-10-26,-27.14, -18.62, 36.97, 1.8, 1.29, 5.64, suppf,
2017-10-27,-28.37, -17.94, 36.12, 1.9, 1.39, 5.99, suppf,
2017-10-28,-30.47, -19.24, 28.01, 1.66, 1.2, 5.22, suppf,
2017-10-29,-25.81, -17.23, 37.67, 2.06, 1.47, 6.48, suppf,
2017-10-30,-27.21, -17.59, 35.36, 1.95, 1.4, 6.12, suppf,
2017-10-31,-26.82, -18.33, 35.64, 1.84, 1.33, 5.76, suppf,
2017-11-01,-25.90, -18.01, 34.17, 1.87, 1.35, 5.9, suppf,
2017-11-02,-29.11, -18.10, 33.30, 1.9, 1.35, 5.99, suppf,
2017-11-03,-24.35, -19.19, 41.48, 1.8, 1.3, 5.67, suppf,
2017-11-04,-25.25, -17.76, 38.94, 1.84, 1.32, 5.78, suppf,
2017-11-05,-28.50, -17.12, 37.56, 1.87, 1.34, 5.88, suppf,
2017-11-06,-27.40, -19.09, 35.00, 1.86, 1.34, 5.82, suppf,
2017-11-07,-27.69, -21.06, 42.58, 1.95, 1.4, 6.12, suppf,
2017-11-08,-27.25, -19.75, 33.31, 1.74, 1.26, 5.49, suppf,
2017-11-09,-27.92, -17.82, 42.83, 1.83, 1.33, 5.74, suppf,
2017-11-10,-27.65, -20.21, 30.20, 1.76, 1.3, 5.53, suppf,
2017-11-11,-26.37, -18.66, 27.09, 1.69, 1.25, 5.35, suppf,
2017-11-12,-25.27, -19.53, 33.06, 1.65, 1.24, 5.24, suppf,
2017-11-13,-24.80, -19.19, 37.43, 1.81, 1.35, 5.75, suppf,
2017-11-14,-25.16, -19.02, 36.68, 2.25, 1.63, 7.12, suppf,
2017-11-15,-28.76, -20.30, 32.95, 1.77, 1.33, 5.62, suppf,
2017-11-16,-27.55, -18.08, 34.47, 2.11, 1.55, 6.66, suppf,
2017-11-17,-23.89, -18.93, 39.18, 1.91, 1.42, 6.04, suppf,
2017-11-18,-26.89, -16.90, 47.44, 2.12, 1.56, 6.74, suppf,
2017-11-19,-27.60, -20.97, 44.77, 2.21, 1.61, 7, suppf,
2017-11-20,-26.21, -20.39, 43.24, 1.9, 1.41, 6.03, suppf,
2017-11-21,-28.85, -19.28, 45.99, 2, 1.48, 6.34, suppf,
2017-11-22,-27.15, -20.86, 35.39, 2.11, 1.54, 6.68, suppf,
2017-11-23,-24.64, -25.21, 27.72, 2.03, 1.49, 6.41, suppf,
2017-11-24,-27.24, -19.14, 41.08, 1.76, 1.31, 5.59, suppf,
2017-11-25,-26.61, -20.53, 30.67, 1.95, 1.43, 6.16, suppf,
2017-11-26,-28.49, -18.89, 35.30, 2.14, 1.56, 6.76, suppf,
2017-11-27,-25.02, -19.45, 42.10, 1.87, 1.4, 5.87, suppf,
2017-11-28,-29.30, -16.41, 44.43, 1.93, 1.43, 6.09, suppf,
2017-11-29,-27.83, -18.73, 40.02, 1.77, 1.32, 5.6, suppf,
2017-11-30,-26.44, -17.99, 37.01, 1.94, 1.43, 6.14, suppf,
2017-12-01,-26.54, -18.33, 36.51, 2.05, 1.51, 6.49, suppf,
2017-12-02,-26.74, -19.15, 39.27, 1.77, 1.31, 5.57, suppf,
2017-12-03,-27.37, -18.95, 46.64, 1.63, 1.21, 5.14, suppf,
2017-12-04,-26.65, -18.78, 40.62, 1.69, 1.26, 5.3, suppf,
2017-12-05,-26.77, -18.91, 31.99, 1.53, 1.15, 4.81, suppf,
2017-12-06,-27.03, -18.99, 35.07, 1.42, 1.07, 4.49, suppf,
2017-12-07,-27.24, -19.94, 28.39, 1.52, 1.13, 4.77, suppf,
2017-12-08,-28.95, -19.47, 34.40, 1.46, 1.1, 4.63, suppf,
2017-12-09,-29.67, -18.82, 38.25, 1.62, 1.2, 5.09, suppf,
2017-12-10,-28.47, -18.35, 34.48, 1.81, 1.33, 5.65, suppf,
2017-12-11,-28.70, -19.25, 26.44, 1.78, 1.31, 5.57, suppf,
2017-12-12,-29.05, -17.68, 37.47, 1.62, 1.2, 5.12, suppf,
2017-12-13,-28.82, -18.20, 31.34, 1.61, 1.19, 5.08, suppf,
2017-12-14,-27.54, -18.14, 28.13, 1.57, 1.16, 4.92, suppf,
2017-12-15,-26.66, -18.87, 43.79, 1.74, 1.27, 5.46, suppf,
2017-12-16,-27.16, -19.21, 34.41, 1.86, 1.36, 5.85, suppf,
2017-12-17,-26.85, -19.32, 29.95, 1.92, 1.39, 6.02, suppf,
2017-12-18,-28.84, -17.81, 30.93, 2.04, 1.47, 6.41, suppf,
2017-12-19,-27.64, -18.92, 29.29, 1.95, 1.43, 6.06, suppf,
2017-12-20,-32.26, -19.44, 33.76, 1.79, 1.31, 5.68, suppf,
2017-12-21,-31.50, -16.52, 30.11, 1.74, 1.28, 5.48, suppf,
2017-12-22,-27.31, -18.38, 37.14, 1.77, 1.31, 5.55, suppf,
2017-12-23,-30.49, -18.37, 38.30, 1.54, 1.14, 4.87, suppf,
2017-12-24,-29.57, -17.65, 33.61, 1.7, 1.25, 5.36, suppf,
2017-12-25,-28.69, -18.61, 28.21, 1.47, 1.1, 4.62, suppf,
2017-12-26,-27.76, -19.14, 29.66, 1.63, 1.22, 5.15, suppf,
2017-12-27,-28.33, -19.49, 32.01, 1.45, 1.09, 4.61, suppf,
2017-12-28,-29.01, -18.89, 35.41, 1.76, 1.31, 5.46, suppf,
2017-12-29,-28.20, -19.20, 39.20, 1.59, 1.2, 5.06, suppf,
2017-12-30,-26.17, -20.65, 50.97, 1.7, 1.27, 5.37, suppf,
2017-12-31,-28.10, -20.52, 43.73, 1.7, 1.26, 5.36, suppf,
2018-01-01,-27.59, -19.00, 43.03, 1.77, 1.32, 5.57, suppf,
2018-01-02,-27.02, -20.31, 37.92, 1.66, 1.25, 5.32, suppf,
2018-01-03,-27.98, -18.88, 37.46, 1.68, 1.27, 5.33, suppf,
2018-01-04,-30.09, -19.83, 30.57, 1.84, 1.42, 5.9, suppf,
2018-01-05,-30.89, -19.92, 32.62, 1.97, 1.51, 6.24, suppf,
2018-01-06,-28.93, -18.36, 37.87, 1.82, 1.4, 5.77, suppf,
2018-01-07,-28.28, -18.65, 34.96, 1.65, 1.28, 5.23, suppf,
2018-01-08,-27.92, -16.02, 37.28, 1.76, 1.35, 5.56, suppf,
2018-01-09,-33.11, -16.71, 30.47, 1.75, 1.36, 5.57, suppf,
2018-01-10,-30.77, -18.07, 36.95, 1.74, 1.34, 5.51, suppf,
2018-01-11,-29.76, -18.88, 38.85, 1.64, 1.26, 5.16, suppf,
